qid,type,question,expected_points,source_document,gemini_score,gemini_citations,deepknown_score,deepknown_citations
R2-K4-012,simple,我们在做揭阳水库移民扶持基金绩效自评，时效指标这一项满分是多少？,"《揭阳市2022年度中央水库移民扶持基金绩效自评报告》｜绩效指标表：时效指标满分16分（中后段指标项，靠""指标类别-满分-得分""表头定位）",揭阳市2022年度中央水库移民扶持基金绩效自评报告,1.0,1,1.0,揭阳市2022年度中央水库移民扶持基金绩效自评报告
R2-K4-013,simple,平潭综合实验区进口税收商品表中，毛皮衣服、衣着附件及人造毛皮制品对应的税则号列是什么？,财政部 海关总署 国家税务总局关于平潭综合实验区有关进口税收政策的通知 | 17 毛皮制的衣服、衣着附件及其他制品；人造毛皮及其制品 4303-4304,财政部 海关总署 国家税务总局关于平潭综合实验区有关进口税收政策的通知,1.0,2,0.5,财政部 海关总署 国家税务总局关于平潭综合实验区有关进口税收政策的通知
R2-K4-014,simple,有群众来咨询韶关风度书房解放路分馆的具体地址，我查一下分馆地址表答复他。,"《韶关市图书馆2025年风度书房设备、网络系统维护保养项目需求书》｜分馆地址表：解放路分馆位于解放路73号（中后段，靠""序号-分馆-地址""表头定位）",韶关市图书馆2025年风度书房设备、网络系统维护保养项目需求书,1.0,1,1.0,韶关市图书馆2025年风度书房设备、网络系统维护保养项目需求书
R2-K5-001,simple,税务版本核验发现进一步明确服务贸易等项目对外支付提交税务证明已退出适用；其注释列出的废止依据是什么？,国家外汇管理局 国家税务总局关于进一步明确服务贸易等项目对外支付提交税务证明有关问题的通知 | 全文废止；参见：《国家税务总局 国家外汇管理局关于服务贸易等项目对外支付税务备案有关问题的公告》（国家税务总局 国家外汇管理局公告2013年第40号）,国家外汇管理局 国家税务总局关于进一步明确服务贸易等项目对外支付提交税务证明有关问题的通知,1.0,4,1.0,国家税务总局 国家外汇管理局关于服务贸易等项目对外支付税务备案有关问题的公告
R2-K5-002,simple,清理长期来华定居专家免征车辆购置税的历史税收口径时，哪份后续文件终止了该旧规的效力，具体从哪一天执行？,国家税务总局关于长期来华定居专家免征车辆购置税有关问题的公告 | 根据《国家税务总局关于公布全文和部分条款失效废止的税务规范性文件目录的公告》（国家税务总局公告2023年第8号），自2023年5月26日起，第一段废止,国家税务总局关于长期来华定居专家免征车辆购置税有关问题的公告,1.0,10,1.0,国家税务总局关于长期来华定居专家免征车辆购置税有关问题的公告
R2-K5-003,simple,我们在核实一个卫生防疫站调拨生物制品和药械的增值税征收率，以前按小规模商业4%，现行按多少？,"《国家税务总局关于修改若干增值税规范性文件引用法规规章条款依据的通知》｜注释载明：卫生防疫站调拨生物制品及药械的征收率由""小规模商业企业4%""修改为""小规模纳税人3%""",国家税务总局关于修改若干增值税规范性文件引用法规规章条款依据的通知,1.0,3,1.0,国家税务总局关于卫生防疫站调拨生物制品及药械征收增值税的批复
R2-K5-004,simple,法规科在核对一份老文件，白酒消费税那个《酒类产品消费税政策问题的通知》，现在还有效吗？,《国家税务总局关于酒类产品消费税政策问题的通知》｜注释载明：第一条2011-1-4废止、第四条2016-5-29废止、第二条2021-7-9废止 → 主要条款均已废止，现行按新规,国家税务总局关于酒类产品消费税政策问题的通知,1.0,12,1.0,国家税务总局关于酒类产品消费税政策问题的通知
R2-K5-005,simple,有企业来问酒精现在还要不要缴消费税，我核实一下现行征收范围。,《国家税务总局关于印发〈消费税征收范围注释〉的通知》｜注释载明：第二条第⑥款（酒精）已于2016-5-29废止 → 现行酒精不再征收消费税,国家税务总局关于印发《消费税征收范围注释》的通知,1.0,8,1.0,财政部 国家税务总局关于调整消费税政策的通知
R2-K5-007,simple,复盘集成电路设计企业及产品认定管理办法的效力沿革，注释指向哪份文件作为停止执行依据？,信息产业部 国家税务总局关于印发《集成电路设计企业及产品认定管理办法》的通知 | 全文废止；参见：《工业和信息化部 国家发展和改革委员会 财政部 国家税务总局关于印发〈集成电路设计企业认定管理办法〉的通知》（工信部联电子〔2013〕487号）,信息产业部 国家税务总局关于印发《集成电路设计企业及产品认定管理办法》的通知,1.0,11,0.5,信息产业部 国家税务总局关于印发《集成电路设计企业及产品认定管理办法》的通知
R2-K5-008,simple,法规科在核对金银首饰消费税那个老管理办法，现在还有效吗？,"《国家税务总局关于印发〈金银首饰消费税征收管理办法〉的通知》｜注释载明：第二条/第五条/第七条/第八条失效，第三/四/六条部分条款失效；第四条第二款""国家税务局""改为""税务局"" → 多数条款已失效",国家税务总局关于印发《金银首饰消费税征收管理办法》的通知,1.0,11,1.0,国家税务总局关于印发《金银首饰消费税征收管理办法》的通知 | 国家税务总局关于取消金银首饰消费税纳税人认定行政审批后有关问题的通知 | 国家税务总局关于停止执行《金银首饰购货（加工）管理证明单》使用规定的批复 | 国家税务总局关于发布已失效或废止有关消费税规范性文件的通知 | 财政部 国家税务总局关于公布废止和失效的消费税规范性文件目录的通知
R2-K5-010,simple,复盘经营房地产收入纳税义务发生时间旧规时，需要登记废止依据和生效日；注释给出的两项信息是什么？,国家税务总局关于经营房地产收入纳税义务发生时间的通知 | 根据《国家税务总局关于公布部分失效废止的规范性文件目录的公告》（国家税务总局公告2023年第10号），自2023年6月16日，全文废止,国家税务总局关于经营房地产收入纳税义务发生时间的通知,1.0,3,1.0,国家税务总局关于公布部分失效废止的规范性文件目录的公告 | 国家税务总局关于经营房地产收入纳税义务发生时间的通知
R2-K5-011,simple,我们在清理老档案，看到《私营企业所得税暂行条例施行细则》，现行私营企业还按这个缴所得税吗？,《中华人民共和国私营企业所得税暂行条例施行细则》｜注释载明：全文已废止（依财法字[1997]44号、财法字[1994]3号）→ 现行不适用，按现行企业所得税法,中华人民共和国私营企业所得税暂行条例施行细则,1.0,2,1.0,中华人民共和国私营企业所得税暂行条例施行细则 | 中华人民共和国私营企业所得税暂行条例 | 国家税务总局关于印发《新企业所得税法精神宣传提纲》的通知 | 关于《国家税务总局关于优化企业所得税年度纳税申报表的公告》的解读
R2-K5-012,simple,有校办企业来咨询，以前学校办企业征收流转税有优惠，那个老通知现在还适不适用，我们核实一下。,《国家税务总局关于学校办企业征收流转税问题的通知》｜注释载明：第三条第一款/第三款废止；全文已于2016废止 → 现行不再适用,国家税务总局关于学校办企业征收流转税问题的通知,1.0,6,1.0,国家税务总局关于学校办企业征收流转税问题的通知 | 财政部 国家税务总局关于教育税收政策的通知
R2-K5-013,simple,法规科在核对《国营企业所得税条例》的老实施细则，现在还有效吗？,《中华人民共和国国营企业所得税条例（草案）实施细则》｜注释载明：全文已废止（财法字[1997]44号）→ 现行不适用,中华人民共和国国营企业所得税条例（草案）实施细则,1.0,7,1.0,中华人民共和国国营企业所得税条例（草案）实施细则 | 中华人民共和国企业所得税法实施条例
R2-K5-015,simple,维护税收征收管理法法规版本时，注释记录了哪几次修订或修正，各自日期是什么？,中华人民共和国税收征收管理法 | 1992年9月4日第七届全国人民代表大会常务委员会第二十七次会议通过 根据1995年2月28日第八届全国人民代表大会常务委员会第十二次会议《全国人民代表大会常务委员会关于修改〈中华人民共和国税收征收管理法〉的决定》第一次修正 根据2001年4月28日第九届全国人民代表大会常务委员会第二十一次会议修订 根据2013年6月29日第十二届全国人民代表大会常务委员会第三次会议《全国人民代表大会常务委员会关于修改〈中华人民共和国文物保护法〉等十二部法律的决定》第二次修正 根据2015年4月24日第十二届全国人民代表大会常务委员会第十四次会议《全国人民代表大会常务委员会关于修改等七部法律的决定》第三次修正,中华人民共和国税收征收管理法,1.0,7,1.0,中华人民共和国税收征收管理法
R2-K5-018,simple,法规科在核对《企业所得税暂行条例》的老实施细则，现在企业还按它缴所得税吗？,《中华人民共和国企业所得税暂行条例实施细则》｜注释载明：全文已于2011-2-21废止（财政部令第62号）→ 现行按《企业所得税法》,中华人民共和国企业所得税暂行条例实施细则,1.0,2,1.0,中华人民共和国企业所得税法实施条例 | 国家税务总局关于企业所得税若干税务事项衔接问题的通知
R2-K5-024,simple,有纳税人来咨询普通发票管理那个老通知，听说改过，问现在按哪版，我们核实一下。,"《国家税务总局关于进一步加强普通发票管理工作的通知》｜注释载明：2024年第15号公告对第二条第三/四项、第三条等作了修改（如""骗购""改""骗领""、""审批""改""确认""）→ 现行按2024修改版",国家税务总局关于进一步加强普通发票管理工作的通知,1.0,13,1.0,国家税务总局关于进一步加强普通发票管理工作的通知
R2-K6-001,simple,帮领导准备一份2015年揭阳财政素材，那年市本级一般公共预算收入大概什么量级？,《关于揭阳市2015年市本级决算草案的报告》(2016-09-28)｜2015年市级一般公共预算收入196786万元,关于揭阳市2015年市本级决算草案的报告,1.0,4,1.0,关于揭阳市2015年市本级决算草案的报告 | 揭阳市2015年预算执行情况和2016年预算草案的报告
R2-K6-002,simple,做2017年高州财政回顾，那年全市一般公共预算收入完成多少？,《高州市2017年预算执行情况和2018年预算草案的报告》(2018-01-20)｜2017年一般公共预算收入173831万元，同比增长2.1%,高州市2017年预算执行情况和2018年预算草案的报告,1.0,3,1.0,高州市2017年预算执行情况和2018年预算草案的报告
R2-K6-003,simple,我们处室在查2018年前三季度电白区一般公共预算收入，那年1-9月累计完成多少？,《关于茂名市电白区2018年1—9月份财政预算执行和预算调整情况的报告》(2018-10-29)｜1-9月一般公共预算收入累计104666万元，同比增长6.38%,关于茂名市电白区2018年1—9月份财政预算执行和预算调整情况的报告,1.0,3,1.0,关于茂名市电白区2018年1—9月份财政预算执行和预算调整情况的报告
R2-K6-004,simple,整理广州海珠区2009年财政情况，那年一般预算收入是多少？,《海珠区2009年预算执行情况和2010年预算草案的报告》(2010-03-16)｜2009年财政一般预算收入完成273658万元，同比增长12.0%,海珠区2009年预算执行情况和2010年预算草案的报告,1.0,24,1.0,海珠区2009年预算执行情况和2010年预算草案的报告
R2-K6-005,simple,回顾2022年湛江财政，那年全市一般公共预算收入是多少？,《关于湛江市2022年市本级决算草案的报告》(2023-08-29)｜2022年全市一般公共预算收入136.94亿元，同比下降14.6%,关于湛江市2022年市本级决算草案的报告,0.0,0,1.0,关于湛江市2022年市本级决算草案的报告
R2-K6-006,simple,领导要一份茂名2015年财政数据，那年市级公共财政预算收入完成多少？,《茂名市直2015年财政决算信息》(2016-06-17)｜2015年市级公共财政预算收入482738万元，财政总收入1530660万元，同比增长39.14%,茂名市直2015年财政决算信息,1.0,5,1.0,茂名市直2015年财政决算信息
R2-K6-007,simple,我们处室在查2013年梅州全市公共财政预算收入，那年完成多少？,《梅州市2013年财政预算执行情况和2014年财政预算草案报告》(2014-02-19)｜2013年全市公共财政预算收入69.35亿元，同比增收13.08亿元、增长23.24%,梅州市2013年财政预算执行情况和2014年财政预算草案报告,1.0,2,1.0,梅州市2013年财政预算执行情况和2014年财政预算草案报告
R2-K6-008,simple,整理肇庆历史财政数据，2009年市本级财政总收入是多少？,《关于肇庆市2009年市本级决算草案的报告》(2010-06-24)｜2009年市本级财政总收入389588万元，为年度预算的213.01%,关于肇庆市2009年市本级决算草案的报告,1.0,12,1.0,关于肇庆市2009年市本级决算草案的报告
R2-K6-009,simple,领导要一份揭阳2015年财政素材，那年全市地方一般公共预算收入完成多少？,《揭阳市2015年预算执行情况和2016年预算草案的报告》(2016-02-19)｜2015年全市地方一般公共预算收入774045万元，同比增长5.04%,揭阳市2015年预算执行情况和2016年预算草案的报告,0.0,5,1.0,揭阳市2015年预算执行情况和2016年预算草案的报告
R2-K6-010,simple,研究2000年那次公有住房租金改革，当时36个大中城市平均租金调到每平米多少钱？,《国家计委办公厅、建设部办公厅关于2000年全国公有住房租金改革情况的通报》(2001-04-26)｜2000年36个大中城市公有住房平均租金标准由1999年1.67元调整为2.20元/使用面积平方米，提高32%,国家计委办公厅、建设部办公厅关于2000年全国公有住房租金改革情况的通报,1.0,1,1.0,国家计委办公厅、建设部办公厅关于2000年全国公有住房租金改革情况的通报
R2-K6-012,simple,2018年茂名工伤保险浮动费率办法，当年从什么时间起对行业基准费率升高的单位阶段性下调？,"《关于印发〈茂名市工伤保险浮动费率管理办法〉的通知》(茂人社规〔2018〕1号)｜从2018年3月1日起，对执行新费率标准后行业基准费率升高的单位，按""就低""原则实施阶段性下调",关于印发《茂名市工伤保险浮动费率管理办法》的通知,0.0,0,1.0,关于印发《茂名市工伤保险浮动费率管理办法》的通知
R2-K6-014,simple,2021年广州援企稳岗政策，当年对不裁员或少裁员的参保企业稳岗返还按什么比例？,《广州市人力资源和社会保障局关于印发〈援企稳岗政策清单和工作指引〉的通知》(穗人社函〔2021〕400号)｜大型企业按上年度实际缴纳失业保险费30%返还，中小微企业按60%返还,广州市人力资源和社会保障局关于印发《援企稳岗政策清单和工作指引》的通知,1.0,14,1.0,广州市人力资源和社会保障局关于印发《援企稳岗政策清单和工作指引》的通知
R2-K6-015,simple,2018年出台的贫困残疾人脱贫攻坚三年行动方案，当年目标是到哪年全省贫困残疾人如期脱贫？,《关于印发打赢贫困残疾人脱贫攻坚战三年行动方案（2018-2020年）的通知》(2019-02-21)｜确保到2020年全省贫困残疾人如期脱贫,关于印发打赢贫困残疾人脱贫攻坚战三年行动方案（2018-2020年）的通知,0.0,0,1.0,关于印发打赢贫困残疾人脱贫攻坚战三年行动方案（2018-2020年）的通知
R2-K6-016,simple,2011年广东支持外经贸企业转型升级那30条措施，当年是在哪里召开的政策宣讲会？,《广东30条措施支持我省外经贸企业转型升级稳定发展》(2011-12-08)｜2011年12月7日在香港召开2011广东省支持外经贸企业转型升级稳定发展政策宣讲会,广东30条措施支持我省外经贸企业转型升级稳定发展,0.0,0,1.0,广东30条措施支持我省外经贸企业转型升级稳定发展
R2-K6-017,simple,复盘2019-02-02失效前的历史业务时，车船税代收代缴手续费政策，通知下发前已按原标准支付的手续费应如何处理？,财政部 国家税务总局关于明确保险机构代收代缴车船税手续费有关问题的通知 | 对本通知下发前，已按原标准向履行代收代缴车船税义务保险机构支付手续费的，应按照本通知规定标准补足手续费,财政部 国家税务总局关于明确保险机构代收代缴车船税手续费有关问题的通知,1.0,14,1.0,财政部 国家税务总局关于明确保险机构代收代缴车船税手续费有关问题的通知
R2-K6-019,simple,2023年湛江职业技能培训补贴指引，当年职业技能提升补贴依据的是哪个文件？,《湛江市人力资源和社会保障局 湛江市财政局关于印发湛江市职业技能培训补贴申领工作指引的通知》(湛人社函〔2023〕169号)｜依据粤人社规〔2023〕13号《广东省职业技能培训补贴管理办法》,湛江市人力资源和社会保障局 湛江市财政局关于印发湛江市职业技能培训补贴申领工作指引的通知,0.0,0,1.0,湛江市人力资源和社会保障局 湛江市财政局关于印发湛江市职业技能培训补贴申领工作指引的通知
R2-K6-020,simple,2023年广东职业技能培训补贴管理办法，当年职业技能提升补贴的补贴对象是哪些人？,《广东省人力资源和社会保障厅 广东省财政厅关于印发广东省职业技能培训补贴管理办法的通知》(粤人社规〔2023〕13号)｜具有我省户籍或在我省就业的劳动者(含外省来粤务工、港澳台人员)，不含机关事业单位在编人员、全日制在校学生、已享受养老保险待遇人员,广东省人力资源和社会保障厅 广东省财政厅关于印发广东省职业技能培训补贴管理办法的通知,0.0,0,1.0,广东省人力资源和社会保障厅 广东省财政厅关于印发广东省职业技能培训补贴管理办法的通知
R2-K6-022,simple,2023年前海金融业高质量发展专项资金办法，当年由哪个部门负责资金管理？,《深圳前海深港现代服务业合作区支持金融业高质量发展专项资金管理办法》(深前海规〔2023〕2号)｜由深圳市前海深港现代服务业合作区管理局(前海管理局)负责资金管理和使用,深圳市前海管理局关于印发《深圳前海深港现代服务业合作区支持金融业高质量发展专项资金管理办法》的通知,1.0,2,1.0,广东省财政厅关于提前下达2023年广东省促进经济高质量发展专项资金（金融发展）的通知
R2-K6-023,simple,2002年那批工程桩动测资质复查合格单位，当年资质证书有效期延长到什么时候？,《关于顺延第二批工程桩动测资质换证时限的通知》(建办质[2002]48号)｜第二批工程桩动测资质复查合格单位资质证书有效期延长至2003年3月31日截止,关于顺延第二批工程桩动测资质换证时限的通知,1.0,1,1.0,关于顺延第二批工程桩动测资质换证时限的通知
R2-K6-024,simple,我们处室在查2002年建设部机关重点培训项目，城市规划管理培训的承办单位是哪家？,《关于印发〈建设部机关2002年重点培训项目〉和〈建设部直属单位、社会团体2002年培训计划〉的通知》(2002-04-05)｜城市规划管理培训由中国城市规划协会、上海城市规划进修学院承办,关于印发《建设部机关2002年重点培训项目》和《建设部直属单位、社会团体2002年培训计划》的通知,1.0,6,1.0,关于印发《建设部机关2002年重点培训项目》和《建设部直属单位、社会团体2002年培训计划》的通知
R2-K7-001,complex,我们处室在调研各地市最低工资执行情况，广州月最低工资已经两千五了，东莞那边是多少、两地差多少？,"广州《关于调整我市最低工资标准的通知》：月最低工资2500元/月，非全日制23.7元/小时（2025年3月1日起执行）
东莞《关于做好贯彻执行我市最低工资标准相关工作的通知》：全日制2080元/月，非全日制19.8元/小时（2025年3月1日起执行）
差异：广州月标准比东莞高420元，小时标准高3.9元",广州市人力资源和社会保障局关于调整我市最低工资标准的通知;关于做好贯彻执行我市最低工资标准相关工作的通知,1.0,5,1.0,关于做好贯彻执行我市最低工资标准相关工作的通知 | 广州市人力资源和社会保障局关于调整我市最低工资标准的通知
R2-K7-002,complex,我们处室在比对各地市最低工资标准演变，广州2018年那次标准和现在东莞的标准比哪个高？广州现在又调到多少了？,"广州2018年标准：2100元/月、20.3元/小时（2018年7月1日起）；2025年已调至2500元/月、23.7元/小时
东莞现行标准：2080元/月、19.8元/小时（2025年3月1日起）
差异：广州2018年标准(2100)略高于东莞现行(2080)，约高20元；广州2025年新标(2500)已比东莞高出420元",广州市人力资源和社会保障局关于调整我市企业职工最低工资标准的通知;关于做好贯彻执行我市最低工资标准相关工作的通知,1.0,5,1.0,广州市人力资源和社会保障局关于调整我市最低工资标准的通知 | 广州市人力资源和社会保障局关于调整我市企业职工最低工资标准的通知 | 关于做好贯彻执行我市最低工资标准相关工作的通知 | 关于调整我市住房公积金缴存下限的通知 | 关于颁布广东省企业职工最低工资标准的通知
R2-K7-003,complex,复盘两份文件有效期间的历史政策时，针对工伤保险参保单位的“费率浮动周期”，广东省揭阳市（2018年口径）与广东省湛江市（2018年口径）分别规定为多少年？,"关于印发《揭阳市工伤保险浮动费率管理办法》的通知 | 第六条本市工伤保险费率的浮动周期为1年。
湛江市人力资源和社会保障局 湛江市财政局 湛江市地方税务局 湛江市安全生产监督管理局关于印发《湛江市工伤保险浮动费率管理办法》的通知 | 第五条 本市工伤保险费率浮动周期为两年。",关于印发《揭阳市工伤保险浮动费率管理办法》的通知;湛江市人力资源和社会保障局 湛江市财政局 湛江市地方税务局 湛江市安全生产监督管理局关于印发《湛江市工伤保险浮动费率管理办法》的通知,1.0,9,1.0,湛江市人力资源和社会保障局 湛江市财政局 湛江市地方税务局 湛江市安全生产监督管理局关于印发《湛江市工伤保险浮动费率管理办法》的通知 | 关于印发《揭阳市工伤保险浮动费率管理办法》的通知
R2-K7-006,complex,答复两地同类业务咨询时，针对城乡居民基本医疗保险参保人的“普通门诊单次支付限额”，广东省梅州市（2015年口径）与广东省潮州市（2019年口径）分别规定为多少元/次？,"关于调整梅州市城乡居民基本医疗保险有关政策的通知 | 调整住院报销和门诊统筹标准 城乡居民基本医疗保险普通门诊统筹每人每日每次最高支付限额调整为30元，年度累计最高支付限额调整为150元
关于2019年度城乡居民基本医疗保险缴费标准及提高部分医疗保险待遇的通知 | 二、 提高部分医疗保险待遇 将基本医疗保险普通门诊待遇由单次限额（含一般诊疗费，下同）30元、年度累计限额150元，提高为单次限额40元、年度累计限额200元",关于调整梅州市城乡居民基本医疗保险有关政策的通知;关于2019年度城乡居民基本医疗保险缴费标准及提高部分医疗保险待遇的通知,1.0,4,1.0,关于调整梅州市城乡居民基本医疗保险有关政策的通知 | 关于2019年度城乡居民基本医疗保险缴费标准及提高部分医疗保险待遇的通知
R2-K7-007,complex,我们处室在研究各地市公积金租房提取政策，河源和肇庆每月最高限额、提取频次分别怎么定？哪个更宽松？,"河源：租房每月最高1000元，每年1次（间隔12个月）；2023年10月起可按月提取、首次最高12000元
肇庆《住房公积金提取管理办法》：每人每月最高600元，首次提取额度≤6个月，每次提取须间隔≥6个月
差异：月额度河源1000 > 肇庆600；河源现已支持按月提取，频次更灵活",关于进一步规范和简化住房公积金租房提取有关事项的通知;肇庆市住房公积金管理委员会关于印发《肇庆市住房公积金提取管理办法》的通知,1.0,20,0.67,关于进一步规范和简化住房公积金租房提取有关事项的通知 | 关于全市统一住房公积金个人贷款最高额度和租房提取最高额度的公告 | 河源市住房公积金管理中心关于调整租房提取业务办理有关事项的公告 | 肇庆市住房公积金管理委员会关于印发《肇庆市住房公积金提取管理办法》的通知
R2-K7-008,complex,我们医保处在调研各地市门诊统筹待遇，汕头和梅州职工医保在一级、三级医院门诊统筹报销比例分别差多少？,"汕头《基本医疗保险门诊共济保障办法》：一级及以下定点医疗机构70%；二级及以上在职职工及城乡居民60%、退休人员70%
梅州《职工基本医疗保险门诊共济保障实施细则》：一级60%、二级55%、三级50%，退休人员支付比例相应提高5个百分点
差异：同为一级医院汕头70% > 梅州60%；三级层面汕头按""二级及以上""报60%、梅州三级仅50%",汕头市人民政府办公室关于印发《汕头市基本医疗保险门诊共济保障办法》的通知;梅州市人民政府办公室关于印发梅州市职工基本医疗保险门诊共济保障实施细则的通知,1.0,17,1.0,汕头市人民政府办公室关于印发《汕头市基本医疗保险门诊共济保障办法》的通知 | 梅州市人民政府办公室关于印发梅州市职工基本医疗保险门诊共济保障实施细则的通知
R2-K7-009,complex,我们医保处在对比各地市门诊统筹封顶线，汕头和梅州职工医保普通门诊统筹的年度最高支付限额分别怎么定？月度封顶差多少？,"汕头：普通门诊统筹年度限额在职职工1947元、退休2336元（2025年度）；统筹基金每月支付在职≤300元
梅州：年度最高支付限额为本市上上年度城镇在岗职工年平均工资的2%；退休人员统筹基金按定额104.46元/月计提
差异：汕头给出明确年度金额（在职1947/退休2336），梅州以""工资2%""动态核定、月度走定额",汕头市人民政府办公室关于印发《汕头市基本医疗保险门诊共济保障办法》的通知;梅州市人民政府办公室关于印发梅州市职工基本医疗保险门诊共济保障实施细则的通知,0.67,9,0.6667,汕头市人民政府办公室关于印发《汕头市基本医疗保险门诊共济保障办法》的通知 | 关于公布我市2025年度职工和城乡居民年度统筹基金及普通门诊年度最高支付限额等事项的通知 | 梅州市人民政府办公室关于印发梅州市职工基本医疗保险门诊共济保障实施细则的通知
R2-K7-012,complex,答复两地同类业务咨询时，针对夫妻双方或两人缴存住房公积金的贷款家庭的“最高贷款额度”，广东省茂名市（2018年口径）与广东省东莞市（2015年口径）分别规定为多少万元？,"关于调整我市住房公积金个人住房贷款政策的通知 | 一、 降低住房公积金个人住房贷款额度 一、降低住房公积金个人住房贷款额度 1、两人（含）以上申请住房公积金贷款购买同一套普通自住住房最高贷款额度由45万元调整为35万元，一人申请住房公积金贷款最高贷款额度由30万元调整为20万元，贷款最高额度不能超过职工住房公积金账户余额的5倍
关于调整我市住房公积金最高贷款额度的通知 | 调高住房公积金最高贷款额度 具体调整情况如下： 职工个人缴存公积金的，最高贷款额度由46万元调高至48万元，夫妻双方缴存公积金的，最高贷款额度由66万元调高至70万元",关于调整我市住房公积金个人住房贷款政策的通知;关于调整我市住房公积金最高贷款额度的通知,1.0,11,0.5,关于调整我市住房公积金个人住房贷款政策的通知 | 关于调整我市住房公积金贷款首付款比例等政策的通知
R2-K7-014,complex,开展跨地区政策核验时，针对单人缴存住房公积金的贷款申请人的“最高贷款额度”，广东省茂名市（2018年口径）与广东省东莞市（2015年口径）分别规定为多少万元？,"关于调整我市住房公积金个人住房贷款政策的通知 | 一、 降低住房公积金个人住房贷款额度 一、降低住房公积金个人住房贷款额度 1、两人（含）以上申请住房公积金贷款购买同一套普通自住住房最高贷款额度由45万元调整为35万元，一人申请住房公积金贷款最高贷款额度由30万元调整为20万元，贷款最高额度不能超过职工住房公积金账户余额的5倍
关于调整我市住房公积金贷款首付款比例等政策的通知 | 二、 提高贷款最高限额 个人缴存职工的最高可贷额度由48万元提高至50万元，夫妻双方缴存职工的最高可贷额度由70万元提高至80万元",关于调整我市住房公积金个人住房贷款政策的通知;关于调整我市住房公积金贷款首付款比例等政策的通知,1.0,8,1.0,关于调整我市住房公积金贷款首付款比例等政策的通知 | 关于调整我市住房公积金个人住房贷款政策的通知
R2-K7-015,complex,有农民工来咨询，在揭阳打工缴了几年失业保险，问失业了一次性能拿多少、和在汕头按月领失业金比哪种拿得多，我们核实答复。,"揭阳：农民工连续缴纳失业保险费满1年，由社保经办机构按失业前月均缴费工资的12%发给一次性生活补助费，每多缴1个月加发月均工资1%
汕头：失业保险金1548元/月（按月发放）
差异：揭阳农民工可一次性领取（金额与缴费工资、年限挂钩），汕头按月发固定金额；哪种更多取决于本人缴费基数与可领月数",关于印发揭阳市失业保险市级统筹实施方案的通知;关于调整我市失业保险缴费工资下限和失业保险金标准等事项的通知,1.0,7,1.0,人力资源社会保障部 财政部关于扩大失业保险保障范围的通知 | 中国的社会保障状况和政策 | 关于印发揭阳市失业保险市级统筹实施方案的通知 | 人力资源社会保障部关于《失业保险条例（修订草案征求意见稿）》公开征求意见的通知 | 人力资源社会保障部办公厅 财政部办公厅 国家税务总局办公厅 国家医保局办公室关于进一步提升失业保险经办服务质效的通知 | 关于调整我市失业保险缴费工资下限和失业保险金标准等事
R2-K7-016,complex,答复两地同类业务咨询时，针对无自有住房并租住商品住房的缴存职工的“每人每月提取上限”，广东省茂名市（2022年口径）与广东省湛江市（2023年口径）分别规定为多少元/月？,"关于提高我市住房公积金租房提取最高限额的通知 | 提高租房提取最高额度 租住商品房的，职工每人每月租房提取最高额度由500元提高至700元
湛江市住房公积金管理委员会关于提高租房提取额度的通知 | 一、 提高租房提取额度标准 一、职工本人及配偶在本市行政区域内无自有住房且租赁住房的，职工每人每月租房提取额度由500元提高至800元，职工及配偶双方每月租房提取额度由1000元提高至1600元",关于提高我市住房公积金租房提取最高限额的通知;湛江市住房公积金管理委员会关于提高租房提取额度的通知,1.0,12,1.0,关于提高我市住房公积金租房提取最高限额的通知 | 湛江市住房公积金管理委员会关于提高租房提取额度的通知 | 湛江市住房公积金管理委员会关于实施多子女家庭住房公积金支持政策的通知
R2-K7-017,complex,比较两地现行政策差异时，针对城乡居民基本养老保险参保人的“个人年缴费最低档”，广东省（2014年口径）与广东省汕头市（2025年口径）分别规定为多少元/年？,"广东省人民政府关于修订《广东省城乡居民社会养老保险实施办法》的通知 | 缴费标准设为每年120元、240元、360元、480元、600元、960元、1200元、1800元、2400元、3600元十个档次
汕头市人民政府关于实施《广东省城乡居民基本养老保险实施办法》有关问题的通知 | 一、 我市城乡居民养老保险费标准 缴费标准设为每年180元、240元、360元、600元、900元、1200元、1800元、3600元、4800元九个档次，不增设缴费档次，并实行按年度缴纳",广东省人民政府关于修订《广东省城乡居民社会养老保险实施办法》的通知;汕头市人民政府关于实施《广东省城乡居民基本养老保险实施办法》有关问题的通知,0.0,0,1.0,广东省人民政府关于修订《广东省城乡居民社会养老保险实施办法》的通知 | 汕头市人民政府关于实施《广东省城乡居民基本养老保险实施办法》有关问题的通知
